Timestep,Reward
144,9.0
160,10.0
176,11.0
192,12.0
192,12.0
208,13.0
240,15.0
256,16.0
288,18.0
304,19.0
336,21.0
336,21.0
368,14.0
368,23.0
416,16.0
416,14.0
416,26.0
432,15.0
480,12.0
512,17.0
528,33.0
544,11.0
544,13.0
560,9.0
560,24.0
576,10.0
576,13.0
656,28.0
656,25.0
688,13.0
688,10.0
720,11.0
752,11.0
784,30.0
800,23.0
832,17.0
832,26.0
848,17.0
912,16.0
912,22.0
928,24.0
960,60.0
976,11.0
976,40.0
992,19.0
1008,10.0
1040,16.0
1088,27.0
1120,27.0
1152,20.0
1184,11.0
1232,17.0
1232,30.0
1248,13.0
1264,17.0
1280,19.0
1296,36.0
1312,50.0
1360,17.0
1424,32.0
1456,19.0
1488,32.0
1488,14.0
1520,25.0
1536,11.0
1536,19.0
1568,40.0
1568,46.0
1584,42.0
1616,24.0
1616,20.0
1616,19.0
1616,21.0
1648,14.0
1664,11.0
1696,32.0
1760,15.0
1760,11.0
1808,35.0
1808,17.0
1840,17.0
1872,16.0
1872,21.0
1872,11.0
1904,18.0
1920,29.0
1920,22.0
1936,20.0
1936,28.0
1936,20.0
1984,14.0
2000,21.0
2016,13.0
2048,13.0
2064,16.0
2096,28.0
2096,14.0
2128,16.0
2128,14.0
2176,15.0
2192,27.0
2224,18.0
2272,11.0
2288,22.0
2368,17.0
2368,31.0
2400,17.0
2400,14.0
2400,21.0
2400,13.0
2416,25.0
2448,20.0
2512,37.0
2512,32.0
2528,34.0
2544,11.0
2560,17.0
2576,11.0
2624,13.0
2624,14.0
2624,36.0
2640,15.0
2640,23.0
2672,17.0
2672,19.0
2752,33.0
2768,20.0
2784,17.0
2816,12.0
2816,19.0
2848,58.0
2848,19.0
2896,16.0
2912,9.0
2912,10.0
2928,16.0
2976,19.0
3008,12.0
3072,31.0
3088,15.0
3104,29.0
3120,17.0
3120,13.0
3152,21.0
3168,15.0
3232,20.0
3328,15.0
3328,48.0
3408,16.0
3424,26.0
3440,51.0
3456,21.0
3472,19.0
3504,25.0
3568,42.0
3584,32.0
3584,60.0
3632,32.0
3664,10.0
3680,72.0
3696,23.0
3712,16.0
3744,11.0
3792,20.0
3792,29.0
3824,24.0
3824,12.0
3856,11.0
3872,18.0
3888,57.0
3904,15.0
3936,72.0
3936,44.0
4064,15.0
4096,32.0
4096,19.0
4160,18.0
4176,20.0
4208,49.0
4224,21.0
4224,18.0
4224,27.0
4288,37.0
4368,39.0
4384,18.0
4384,35.0
4384,10.0
4384,28.0
4400,62.0
4496,37.0
4528,29.0
4544,21.0
4576,26.0
4576,12.0
4592,23.0
4592,14.0
4640,16.0
4656,16.0
4672,24.0
4688,32.0
4704,20.0
4720,11.0
4736,22.0
4816,14.0
4832,16.0
4864,11.0
4880,15.0
4896,15.0
4928,22.0
4928,52.0
4944,15.0
5008,81.0
5040,14.0
5072,53.0
5104,38.0
5104,23.0
5120,14.0
5152,30.0
5184,15.0
5264,24.0
5296,23.0
5344,21.0
5344,26.0
5360,40.0
5360,52.0
5360,11.0
5392,50.0
5408,34.0
5424,37.0
5440,11.0
5520,23.0
5520,11.0
5520,30.0
5552,16.0
5568,10.0
5584,14.0
5616,16.0
5648,36.0
5648,14.0
5664,34.0
5664,17.0
5680,10.0
5680,15.0
5728,13.0
5728,11.0
5744,25.0
5776,10.0
