Timestep,Reward
144,9.0
192,12.0
208,13.0
224,14.0
256,16.0
288,18.0
288,18.0
320,20.0
352,22.0
384,24.0
400,25.0
432,18.0
480,12.0
480,30.0
496,31.0
496,18.0
512,20.0
528,33.0
544,34.0
560,15.0
640,16.0
640,13.0
656,41.0
720,15.0
720,31.0
752,17.0
768,17.0
784,31.0
784,27.0
800,19.0
864,29.0
880,14.0
928,18.0
960,11.0
960,11.0
976,13.0
976,14.0
992,27.0
992,17.0
992,29.0
1072,35.0
1072,33.0
1072,17.0
1088,23.0
1136,55.0
1152,32.0
1232,17.0
1248,16.0
1264,12.0
1280,13.0
1280,18.0
1280,22.0
1312,27.0
1328,21.0
1344,24.0
1360,17.0
1376,15.0
1376,19.0
1424,35.0
1456,19.0
1504,15.0
1536,35.0
1536,14.0
1568,12.0
1568,12.0
1616,21.0
1616,23.0
1616,21.0
1616,21.0
1632,25.0
1648,42.0
1648,12.0
1664,21.0
1664,15.0
1696,22.0
1728,12.0
1792,14.0
1808,15.0
1808,17.0
1824,11.0
1824,20.0
1856,13.0
1856,15.0
1872,13.0
1888,17.0
1888,10.0
1904,18.0
1984,11.0
1984,20.0
1984,12.0
2016,10.0
2032,26.0
2048,43.0
2080,28.0
2096,12.0
2096,14.0
2160,22.0
2160,21.0
2176,20.0
2192,13.0
2224,13.0
2256,35.0
2288,25.0
2320,17.0
2336,28.0
2352,12.0
2352,17.0
2368,21.0
2368,24.0
2384,18.0
2384,35.0
2432,15.0
2464,11.0
2512,16.0
2528,19.0
2544,24.0
2560,24.0
2592,31.0
2592,15.0
2656,19.0
2688,19.0
2704,21.0
2704,17.0
2720,25.0
2736,25.0
2768,49.0
2784,26.0
2784,25.0
2832,15.0
2832,19.0
2832,18.0
2880,20.0
2880,12.0
2912,11.0
2928,29.0
2960,11.0
3008,22.0
3024,12.0
3056,18.0
3072,23.0
3072,15.0
3088,16.0
3152,40.0
3200,31.0
3216,21.0
3232,20.0
3264,42.0
3264,16.0
3280,20.0
3280,35.0
3296,14.0
3344,17.0
3360,17.0
3360,27.0
3376,37.0
3440,10.0
3440,13.0
3440,14.0
3472,26.0
3488,14.0
3536,21.0
3568,34.0
3568,43.0
3568,18.0
3584,15.0
3616,16.0
3648,22.0
3664,14.0
3664,32.0
3712,22.0
3728,10.0
3744,19.0
3760,18.0
3776,25.0
3776,21.0
3792,33.0
3792,19.0
3840,19.0
3872,18.0
3888,14.0
3920,11.0
3936,14.0
3952,19.0
3968,19.0
3984,14.0
3984,16.0
4000,14.0
4000,24.0
4032,16.0
4032,9.0
4080,10.0
4096,19.0
4144,36.0
4176,12.0
4192,15.0
4208,14.0
4208,13.0
4224,14.0
4256,43.0
4288,22.0
4336,23.0
4336,8.0
4352,17.0
4400,23.0
4400,33.0
4432,21.0
4448,10.0
4528,19.0
4544,23.0
4544,18.0
4560,22.0
4592,50.0
4592,35.0
4624,14.0
4656,13.0
4656,32.0
4688,22.0
4720,23.0
4720,20.0
4736,19.0
4784,37.0
4816,18.0
4832,18.0
4848,10.0
4864,13.0
4880,20.0
4880,16.0
4912,8.0
4928,17.0
4944,25.0
4944,69.0
5040,20.0
5040,11.0
5056,21.0
5072,14.0
5072,15.0
5088,13.0
5120,49.0
5136,12.0
5184,23.0
5200,17.0
5232,22.0
5296,44.0
5360,17.0
5376,27.0
5392,20.0
5392,41.0
5408,51.0
5424,18.0
5440,23.0
5440,33.0
5472,27.0
5520,29.0
5536,15.0
5536,31.0
5552,27.0
5568,13.0
5584,11.0
5600,11.0
5632,25.0
5712,17.0
5808,26.0
5888,23.0
5888,20.0
5904,29.0
5936,35.0
5952,26.0
5968,10.0
6032,30.0
6032,25.0
6048,53.0
6048,54.0
6064,22.0
6064,37.0
6112,14.0
6128,46.0
6144,38.0
6160,16.0
6208,15.0
6240,13.0
6256,13.0
6272,21.0
6272,43.0
6272,14.0
6288,21.0
6336,12.0
6336,28.0
6368,15.0
6368,19.0
6384,49.0
6384,14.0
6432,25.0
6432,23.0
6464,12.0
6496,15.0
6496,18.0
6512,14.0
6576,29.0
6608,15.0
6656,18.0
6688,19.0
6688,16.0
6688,22.0
6688,28.0
6752,23.0
6768,21.0
6768,17.0
6800,33.0
6800,21.0
6816,13.0
6816,15.0
6832,21.0
6864,11.0
6864,13.0
6880,12.0
6928,10.0
6928,37.0
6944,9.0
6944,16.0
7056,12.0
7056,16.0
7088,21.0
7088,51.0
7104,21.0
7104,17.0
7104,18.0
7120,16.0
7120,15.0
7136,39.0
7152,21.0
7168,14.0
7232,19.0
7264,21.0
7280,14.0
7296,13.0
7296,38.0
7296,13.0
7312,12.0
7328,17.0
7344,13.0
7344,11.0
7360,13.0
7392,18.0
7456,14.0
7504,25.0
7552,15.0
7568,39.0
7600,17.0
7616,21.0
7664,19.0
7664,13.0
7664,20.0
7680,36.0
7680,24.0
7696,25.0
7696,22.0
7712,26.0
7776,24.0
7808,43.0
7808,13.0
7840,11.0
7840,10.0
7872,20.0
7904,40.0
7920,14.0
7936,15.0
7968,29.0
8016,28.0
8048,13.0
8064,18.0
8064,16.0
8080,25.0
8096,18.0
8112,28.0
8160,15.0
8176,29.0
8176,10.0
8192,22.0
8208,15.0
8224,18.0
8288,39.0
8320,16.0
8320,26.0
8336,15.0
8352,30.0
