Timestep,Reward
192,12.0
224,14.0
240,15.0
256,16.0
256,16.0
256,16.0
256,16.0
256,16.0
320,20.0
400,9.0
432,27.0
432,27.0
464,17.0
464,29.0
464,13.0
480,30.0
480,30.0
512,16.0
512,16.0
528,33.0
528,33.0
544,14.0
544,18.0
608,11.0
608,11.0
688,28.0
704,19.0
736,14.0
752,17.0
784,20.0
784,16.0
784,20.0
800,20.0
800,17.0
816,17.0
832,23.0
832,14.0
944,13.0
992,18.0
992,10.0
992,28.0
1024,15.0
1024,13.0
1040,16.0
1104,31.0
1168,23.0
1168,59.0
1200,32.0
1216,27.0
1216,29.0
1248,14.0
1264,47.0
1296,31.0
1296,19.0
1328,14.0
1344,19.0
1376,22.0
1376,24.0
1376,10.0
1472,33.0
1520,16.0
1552,24.0
1552,16.0
1584,13.0
1600,25.0
1632,16.0
1632,29.0
1696,22.0
1728,27.0
1776,59.0
1792,34.0
1808,14.0
1808,18.0
1840,23.0
1856,33.0
1872,15.0
1936,24.0
1936,24.0
1984,48.0
2000,12.0
2032,65.0
2096,29.0
2128,20.0
2128,12.0
2176,25.0
2192,51.0
2192,20.0
2240,34.0
2256,29.0
2320,12.0
2352,16.0
2352,26.0
2400,35.0
2432,12.0
2464,18.0
2480,30.0
2496,56.0
2528,34.0
2528,21.0
2560,33.0
2576,45.0
2576,20.0
2640,57.0
2656,21.0
2656,29.0
2656,19.0
2704,14.0
2768,12.0
2784,22.0
2800,17.0
2832,23.0
2864,29.0
2864,21.0
2912,26.0
2944,10.0
2960,16.0
2960,19.0
2992,21.0
3008,27.0
3040,24.0
3056,14.0
3072,45.0
3072,13.0
3088,18.0
3104,61.0
3104,15.0
3120,10.0
3152,13.0
3168,10.0
3184,14.0
3232,10.0
3248,12.0
3248,38.0
3248,16.0
3264,44.0
3328,13.0
3376,12.0
3408,19.0
3424,16.0
3440,21.0
3456,43.0
3456,26.0
3456,12.0
3472,24.0
3472,14.0
3488,36.0
3552,19.0
3568,31.0
3568,26.0
3568,12.0
3568,21.0
3664,16.0
3664,12.0
3664,11.0
3680,13.0
3696,16.0
3792,14.0
3792,23.0
3792,14.0
3792,14.0
3808,22.0
3856,12.0
3952,17.0
3952,24.0
3968,17.0
4016,13.0
4016,29.0
4016,14.0
4032,44.0
4048,12.0
4048,16.0
4064,25.0
4064,51.0
4080,18.0
4208,47.0
4208,16.0
4224,13.0
4224,17.0
4256,37.0
4272,14.0
4288,31.0
4288,15.0
4352,17.0
4368,22.0
4368,21.0
4416,28.0
4432,11.0
4464,11.0
4496,14.0
4512,19.0
4512,18.0
4528,10.0
4608,34.0
4640,18.0
4656,15.0
4656,9.0
4688,39.0
4720,22.0
4720,18.0
4736,14.0
4768,35.0
4784,48.0
4784,20.0
4800,12.0
4816,37.0
4848,87.0
4864,36.0
4880,22.0
4880,15.0
4944,14.0
4960,19.0
4976,30.0
4992,17.0
5008,15.0
5008,17.0
5024,21.0
5040,11.0
5104,14.0
5152,22.0
5168,12.0
5168,10.0
5184,10.0
5184,33.0
5216,11.0
5296,19.0
5296,26.0
5296,12.0
5328,23.0
5376,10.0
5392,14.0
5408,37.0
5440,41.0
5440,16.0
5472,11.0
5520,32.0
5536,47.0
5536,15.0
5552,25.0
5552,24.0
5600,26.0
5600,19.0
5616,48.0
5648,15.0
5696,19.0
5712,10.0
5712,21.0
5712,10.0
5728,13.0
5760,27.0
5776,15.0
5776,10.0
5856,16.0
5872,21.0
5904,29.0
5904,13.0
5920,20.0
5936,29.0
5952,63.0
5968,16.0
5968,12.0
6032,19.0
6048,38.0
6064,12.0
6064,13.0
6080,23.0
6080,27.0
6112,13.0
6128,12.0
6176,17.0
6192,30.0
6208,27.0
6272,15.0
6304,34.0
6304,12.0
6320,12.0
6368,19.0
6416,29.0
6448,30.0
6480,18.0
6608,12.0
6608,35.0
6624,22.0
6624,41.0
6640,29.0
6672,47.0
6688,13.0
6688,38.0
6704,24.0
6720,17.0
6752,24.0
6768,10.0
6800,31.0
6832,10.0
6912,18.0
6928,18.0
6944,20.0
6944,15.0
6960,56.0
6960,22.0
6992,19.0
7008,20.0
7072,17.0
7104,56.0
7120,22.0
7136,52.0
7152,13.0
7152,15.0
7184,27.0
7232,32.0
7264,12.0
7312,77.0
7344,21.0
7360,25.0
7376,15.0
7376,16.0
7376,17.0
7392,35.0
7456,31.0
7456,33.0
7472,18.0
7488,31.0
7504,35.0
7520,23.0
7568,16.0
7600,28.0
7632,16.0
7664,18.0
7664,17.0
7680,13.0
7712,23.0
7728,14.0
7744,18.0
7776,32.0
7776,16.0
7792,14.0
7808,9.0
7872,26.0
7888,13.0
7888,14.0
7888,32.0
7984,24.0
8016,13.0
8016,49.0
8048,16.0
8096,23.0
8112,14.0
8112,21.0
8144,32.0
8144,27.0
8144,16.0
8224,11.0
8240,29.0
8256,9.0
8272,18.0
8288,50.0
8352,38.0
8368,17.0
8368,14.0
8368,14.0
8384,32.0
8400,32.0
8464,15.0
8560,19.0
8576,35.0
8592,20.0
8592,15.0
8624,30.0
8656,18.0
8656,40.0
8672,82.0
8704,20.0
8720,22.0
8752,32.0
8768,25.0
8848,17.0
8864,17.0
8880,14.0
8880,11.0
8896,38.0
8912,9.0
8960,18.0
8976,22.0
8976,24.0
8976,32.0
9008,16.0
9024,57.0
9040,12.0
9104,24.0
9120,29.0
9136,10.0
9136,15.0
9152,11.0
9168,48.0
9200,40.0
9232,16.0
9248,23.0
9248,23.0
9312,28.0
9360,22.0
9392,23.0
9408,19.0
9440,30.0
9456,16.0
9504,16.0
9520,22.0
9520,10.0
9552,20.0
9616,31.0
9632,24.0
9632,15.0
9648,46.0
9664,10.0
9664,32.0
9696,35.0
9712,12.0
9760,20.0
9808,12.0
9808,25.0
9808,10.0
9840,20.0
9856,14.0
9856,19.0
9872,52.0
9872,13.0
9888,36.0
9904,48.0
9936,14.0
9952,12.0
10000,19.0
10016,13.0
10032,9.0
10032,12.0
10048,11.0
10064,10.0
10128,17.0
10128,42.0
10128,17.0
10128,20.0
10144,30.0
10240,38.0
10256,19.0
10256,28.0
10256,14.0
10304,19.0
10320,19.0
10320,18.0
10352,14.0
10400,17.0
10480,14.0
10544,31.0
10544,38.0
10576,28.0
10608,22.0
10624,17.0
10640,20.0
10656,22.0
10704,35.0
10704,28.0
10704,29.0
